"species","lon","lat"
"Scinax ruber",-73.011549,7.199678
"Scinax ruber",-76.809952,-0.383792
"Scinax ruber",-73.4955,7.3962
"Scinax ruber",-74.397727,4.387242
"Scinax ruber",-78.215366,-2.074558
"Scinax ruber",-76.654373,-0.144745
"Scinax ruber",-74.995779,6.185463
"Scinax ruber",-74.975306,5.1385
"Scinax ruber",-51.81126,4.182
"Scinax ruber",-69.517373,-13.032474
"Scinax ruber",-72.413611,4.893333
"Scinax ruber",-72.714333,-7.559367
"Scinax ruber",-72.003611,-7.711944
"Scinax ruber",-72.776917,-7.6141
"Scinax ruber",-72.65815,-7.6751
"Scinax ruber",-74.9985,6.385861
"Scinax ruber",-74.839361,6.215611
"Scinax ruber",-73.41766,7.13681
"Scinax ruber",-75.353611,9.522778
"Scinax ruber",-74.9075,9.450278
"Scinax ruber",-62.485,-10.404167
"Scinax ruber",-77.89,-0.6
"Scinax ruber",-77.8,-0.68
"Scinax ruber",-76.67328,7.77937
"Scinax ruber",-74.91908,6.50879
"Scinax ruber",-73.466667,3.9
"Scinax ruber",-72.538472,4.282333
"Scinax ruber",-74.78063,5.6491
"Scinax ruber",-76.531985,3.451647
"Scinax ruber",-73.047553,6.86582
"Scinax ruber",-75.2,-0.033333
"Scinax ruber",-74.753333,5.34175
"Scinax ruber",-73.11438,6.54233
"Scinax ruber",-73.614167,3.658333
"Scinax ruber",-75.911722,5.130861
"Scinax ruber",-74.341927,2.007201
"Scinax ruber",-75.6222,5.7306
"Scinax ruber",-75.399167,9.476389
"Scinax ruber",-74.885278,5.594167
"Scinax ruber",-60.010556,-3.853611
"Scinax ruber",-75.040639,6.375
"Scinax ruber",-74.803056,6.192722
"Scinax ruber",-74.930889,5.523722
"Scinax ruber",-74.864722,6.574167
"Scinax ruber",-74.744916,7.646944
"Scinax ruber",-72.547694,11.166444
"Scinax ruber",-72.672,11.054417
"Scinax ruber",-72.754528,11.032667
"Scinax ruber",-72.758028,10.970389
"Scinax ruber",-72.578083,11.110083
"Scinax ruber",-72.634778,11.112
"Scinax ruber",-72.682861,11.113861
"Scinax ruber",-73.18371,6.1071
"Scinax ruber",-73.72166,7.45589
"Scinax ruber",-72.616639,11.1625
"Scinax ruber",-73.582972,4.002941
"Scinax ruber",-58.591944,6.339919
"Scinax ruber",-72.830333,4.596065
"Scinax ruber",-77.397995,-1.0368
"Scinax ruber",-74.870833,5.29475
"Scinax ruber",-75.144444,8.32
"Scinax ruber",-74.669167,5.657919
"Scinax ruber",-73.341306,7.135111
"Scinax ruber",-67.493018,6.109289
"Scinax ruber",-61.419687,6.184476
"Scinax ruber",-74.6436,6.5469
"Scinax ruber",-76.669289,0.14238
"Scinax ruber",-75.344194,-0.481611
"Scinax ruber",-73.7057,3.95017
"Scinax ruber",-60.245833,6.226
"Scinax ruber",-73.185358,6.250204
"Scinax ruber",-58.95,7.65
"Scinax ruber",-74.474444,9.251667
"Scinax ruber",-74.385,9.228056
"Scinax ruber",-75.903056,9.176667
"Scinax ruber",-75.72085,5.12823
"Scinax ruber",-72.14,4.28
"Scinax ruber",-72.0695,4.301944
"Scinax ruber",-74.966667,-0.1
"Scinax ruber",-73.866667,3.8
"Scinax ruber",-75.983333,8.716667
"Scinax ruber",-74.983333,8.3
"Scinax ruber",-75.833333,9.216667
"Scinax ruber",-75.283333,8.4
"Scinax ruber",-75.266667,8.466667
"Scinax ruber",-75.566667,8.716667
"Scinax ruber",-73.48,4.26
"Scinax ruber",-74.789722,7.770917
"Scinax ruber",-75.8531,4.866765
"Scinax ruber",-75.212694,4.403056
"Scinax ruber",-73.926667,3.35
"Scinax ruber",-74.836833,6.490611
"Scinax ruber",-75.256583,6.519805
"Scinax ruber",-75.300194,3.793833
"Scinax ruber",-75.25,3.7
"Scinax ruber",-74.88691,5.66509
"Scinax ruber",-75.112806,6.781751
"Scinax ruber",-75.239306,10.632694
"Scinax ruber",-73.912389,6.317722
"Scinax ruber",-74.0608,6.6517
"Scinax ruber",-74.53143,6.30314
"Scinax ruber",-74.336056,6.467667
"Scinax ruber",-74.0933,6.524856
